FileName	avg_silence_duration(ms)	avg_syllable_duration(ms)	avg_sylls_freq_modulation(Hz)	avg_sylls_lower_freq(Hz)	avg_sylls_upper_freq(Hz)	bout_duration(ms)	largest_silence_duration(ms)	largest_syllable_duration(ms)	largest_sylls_freq_modulation(Hz)	max_sylls_freq(Hz)	mean_syllable_stereotypy	min_sylls_freq(Hz)	num_syllable_per_bout_duration(1/ms)	num_syllables	num_syllables_per_num_unique	num_unique_syllables	overall_sylls_freq_range(Hz)	sequential_repetition	smallest_silence_duration(ms)	smallest_syllable_duration(ms)	smallest_sylls_freq_modulation(Hz)	std_silence_duration(ms)	std_syllable_duration(ms)	std_syllable_stereotypy	std_sylls_freq_modulation(Hz)	syll_correlation_threshold	syllable_pattern	syllable_stereotypy
SegSyllsOutput_SynSongs_amp100_30p_1.gzip	313.36860670194	316.1269841269841	1861.1403508771928	4680.789473684209	6498.9473684210525	5981.587301587301	503.49206349206344	592.6984126984127	4513.157894736842	9628.070175438595		2106.1403508771928	0.001671797049145526	10	1.0	10	7564.912280701754	0.0	167.93650793650792	97.77777777777777	601.7543859649122	104.76845150833759	152.37505867497094		1343.8921617461685	70.0	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]	[]
SegSyllsOutput_SynSongs_amp100_30p_10.gzip	312.8747795414462	406.92063492063494	2871.228070175439	4861.315789473685	7689.561403508771	6885.079365079365	515.5555555555555	660.0	5673.684210526316	9757.017543859649		2707.8947368421054	0.0014524160826263372	10	1.0	10	7092.105263157895	0.0	124.12698412698413	188.25396825396825	472.8070175438596	141.14236366391813	156.54294123281136		2003.8820775857364	70.0	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]	[]
SegSyllsOutput_SynSongs_amp100_30p_10_S4A06622_20180409_161600_clip.gzip	281.79894179894177	435.9047619047618	3142.0175438596493	4736.666666666666	7835.701754385966	6895.2380952380945	457.4603174603174	727.6190476190476	6232.456140350877	9800.0		2621.9298245614036	0.0014502762430939227	10	1.0	10	7221.0526315789475	0.0	97.14285714285714	196.8253968253968	515.7894736842105	134.18539162206497	176.88263237655738		2179.233604654587	70.0	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]	[]
SegSyllsOutput_SynSongs_amp100_30p_10_S4A06622_20180722_170100_clip.gzip	281.1287477954144	436.3809523809524	3142.017543859649	4710.877192982457	7809.912280701754	6893.9682539682535	449.5238095238095	734.2857142857142	6232.456140350877	9800.0		2578.9473684210525	0.0014505433781543562	10	1.0	10	7264.035087719298	0.0	102.53968253968253	198.4126984126984	558.7719298245614	133.15597719711457	179.52206767836842		2128.4346349078724	70.0	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]	[]
SegSyllsOutput_SynSongs_amp100_30p_10_WhiteNoise_0001.gzip	269.52380952380946	447.26984126984127	3236.5789473684213	4697.982456140351	7891.578947368422	6898.412698412698	430.1587301587301	753.968253968254	6447.368421052632	9800.0		2621.9298245614036	0.0014496088357109987	10	1.0	10	7221.0526315789475	0.0	86.98412698412697	199.68253968253967	558.7719298245614	131.1184132637373	185.45989903388784		2260.843598502253	70.0	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]	[]
SegSyllsOutput_SynSongs_amp100_30p_10_WhiteNoise_001.gzip	296.4726631393298	422.2222222222222	3013.0701754385964	4796.842105263158	7766.929824561403	6890.47619047619	485.07936507936506	693.6507936507936	5974.561403508772	9800.0		2664.9122807017543	0.0014512785072563926	10	1.0	10	7178.070175438596	0.0	109.52380952380952	192.69841269841268	472.8070175438596	137.35015605273574	166.80397468165353		2103.20946167288	70.0	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]	[]
SegSyllsOutput_SynSongs_amp100_30p_10_WhiteNoise_01.gzip	268.35978835978835	448.31746031746036	3236.5789473684213	4697.982456140351	7891.578947368422	6898.412698412698	425.71428571428567	759.3650793650793	6447.368421052632	9842.982456140351		2621.9298245614036	0.0014496088357109987	10	1.0	10	7264.035087719298	0.0	86.34920634920634	199.36507936507937	558.7719298245614	129.93030672515988	187.30008070419086		2256.5721247460215	70.0	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]	[]
SegSyllsOutput_SynSongs_amp100_30p_10_WhiteNoise_1.gzip	339.4003527336861	381.87301587301585	2669.2105263157896	4930.087719298245	7556.315789473684	6873.333333333333	575.2380952380952	612.3809523809523	5243.859649122807	9757.017543859649		2664.9122807017543	0.001454898157129001	10	1.0	10	7135.087719298245	0.0	142.22222222222223	176.19047619047618	472.8070175438596	148.32706505345965	140.78349591258336		1790.2420879182382	70.0	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]	[]
SegSyllsOutput_SynSongs_amp100_30p_11.gzip	363.24514991181655	419.01587301587307	2200.7017543859647	5016.052631578947	7173.77192982456	7459.365079365079	543.1746031746031	682.5396825396825	5286.8421052631575	9842.982456140351		2020.1754385964912	0.0013405966719155639	10	1.0	10	7865.789473684211	0.0	82.85714285714285	159.04761904761904	429.82456140350877	163.01716957319488	174.7540441664253		2008.0777080405426	70.0	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]	[]
SegSyllsOutput_SynSongs_amp100_30p_11_S4A06622_20180409_161600_clip.gzip	363.1040564373898	419.14285714285705	2200.7017543859647	5016.052631578947	7173.77192982456	7459.365079365079	543.8095238095237	681.9047619047618	5286.8421052631575	9842.982456140351		2020.1754385964912	0.0013405966719155639	10	1.0	10	7865.789473684211	0.0	82.85714285714285	159.36507936507937	429.82456140350877	162.97010051022198	174.7649755363621		2008.0777080405426	70.0	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]	[]
SegSyllsOutput_SynSongs_amp100_30p_11_S4A06622_20180722_170100_clip.gzip	377.0017636684303	405.5238095238095	2127.631578947369	5059.035087719298	7143.684210526315	7448.253968253968	559.6825396825396	669.8412698412698	5200.877192982456	9842.982456140351		2020.1754385964912	0.001342596539084477	10	1.0	10	7865.789473684211	0.0	98.09523809523809	155.55555555555554	429.82456140350877	164.80701825342896	168.92092361709987		1922.474139613405	70.0	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]	[]
SegSyllsOutput_SynSongs_amp100_30p_11_WhiteNoise_0001.gzip	352.09876543209873	429.80952380952374	2273.771929824561	4977.368421052632	7208.157894736842	7466.984126984126	530.7936507936507	693.3333333333333	5501.754385964912	9885.964912280702		2020.1754385964912	0.0013392287742868077	10	1.0	10	7908.771929824561	0.0	67.93650793650794	161.9047619047619	515.7894736842105	161.94011786727313	180.4546172106769		2047.422224939503	70.0	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]	[]
SegSyllsOutput_SynSongs_amp100_30p_11_WhiteNoise_001.gzip	342.43386243386243	439.14285714285717	2351.140350877193	4938.684210526315	7246.842105263158	7473.333333333333	519.047619047619	703.8095238095237	5716.666666666667	9928.947368421053		2020.1754385964912	0.0013380909901873328	10	1.0	10	7951.754385964912	0.0	54.92063492063492	164.12698412698413	515.7894736842105	161.00254376254298	185.66143145139168		2090.7380279513345	70.0	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]	[]
SegSyllsOutput_SynSongs_amp100_30p_11_WhiteNoise_01.gzip	352.27513227513225	429.5873015873015	2282.368421052631	4968.771929824562	7208.157894736842	7466.349206349206	531.1111111111111	692.3809523809523	5501.754385964912	9885.964912280702		2020.1754385964912	0.0013393426591266637	10	1.0	10	7908.771929824561	0.0	68.57142857142857	161.9047619047619	515.7894736842105	161.2114786282968	180.64107632177823		2040.5930797934823	70.0	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]	[]
SegSyllsOutput_SynSongs_amp100_30p_11_WhiteNoise_1.gzip	390.22927689594354	392.3809523809524	2063.1578947368425	5110.614035087719	7130.789473684209	7435.873015873016	585.7142857142857	657.4603174603175	5114.912280701755	9842.982456140351		2020.1754385964912	0.001344832002732357	10	1.0	10	7865.789473684211	0.0	128.25396825396825	151.74603174603175	472.8070175438596	164.6472349058772	161.41191370061168		1785.1379841671428	70.0	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]	[]
SegSyllsOutput_SynSongs_amp100_30p_12.gzip	365.29100529100526	449.0793650793651	1904.122807017544	4134.912280701754	5996.0526315789475	7778.412698412698	576.5079365079365	632.3809523809523	4126.315789473684	8166.666666666667		2106.1403508771928	0.0012856093380132236	10	1.0	10	6103.508771929824	0.0	69.84126984126983	252.38095238095238	429.82456140350877	166.99423591828543	128.37319619231218		1104.0626737983853	70.0	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]	[]
SegSyllsOutput_SynSongs_amp100_30p_12_S4A06622_20180409_161600_clip.gzip	363.49206349206344	450.66666666666663	1942.80701754386	4109.122807017545	6008.947368421053	7778.095238095238	568.8888888888889	630.4761904761905	4126.315789473684	8209.649122807017		2063.157894736842	0.0012856618097220522	10	1.0	10	6189.473684210527	0.0	70.15873015873015	253.65079365079364	472.8070175438596	166.77698540920417	129.18274769382822		1086.7754189296738	70.0	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]	[]
SegSyllsOutput_SynSongs_amp100_30p_12_WhiteNoise_0001.gzip	333.65079365079356	480.6666666666667	2063.157894736842	4066.140350877194	6086.315789473685	7809.523809523809	532.6984126984127	690.7936507936507	4384.210526315789	8252.631578947368		2063.157894736842	0.0012804878048780488	10	1.0	10	6232.456140350877	0.0	58.095238095238095	263.4920634920635	515.7894736842105	158.71460241230625	144.57152384202385		1161.8521774303524	70.0	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]	[]
SegSyllsOutput_SynSongs_amp100_30p_12_WhiteNoise_001.gzip	321.86948853615525	492.8253968253968	2149.1228070175434	4023.157894736843	6129.298245614036	7825.079365079365	517.4603174603175	720.3174603174602	4470.175438596491	8295.61403508772		2020.1754385964912	0.0012779423100328614	10	1.0	10	6318.421052631579	0.0	52.698412698412696	267.9365079365079	558.7719298245614	156.35230392906445	150.63500054822134		1183.2108985743466	70.0	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]	[]
SegSyllsOutput_SynSongs_amp100_30p_12_WhiteNoise_01.gzip	399.64726631393296	414.69841269841265	1770.877192982456	4190.789473684211	5918.684210526315	7743.809523809523	640.6349206349206	601.2698412698412	3696.4912280701756	8080.701754385965		2106.1403508771928	0.0012913540769893003	10	1.0	10	6017.543859649123	0.0	81.26984126984127	244.12698412698413	429.82456140350877	180.78977966258788	111.72017999027744		969.5802206001646	70.0	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]	[]
SegSyllsOutput_SynSongs_amp100_30p_13.gzip	298.9770723104057	489.4285714285714	2131.9298245614036	4375.6140350877195	6464.561403508771	7585.079365079365	467.9365079365079	780.3174603174602	4513.157894736842	9413.157894736842		1977.1929824561403	0.0013183777675469803	10	1.0	10	7478.9473684210525	0.0	201.58730158730157	317.46031746031747	472.8070175438596	97.56790217504651	131.60763219910774		1391.4931693376216	70.0	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]	[]
