FileName	avg_note_duration(ms)	avg_notes_freq_modulation(Hz)	avg_notes_lower_freq(Hz)	avg_notes_upper_freq(Hz)	largest_note_duration(ms)	largest_notes_freq_modulation(Hz)	max_notes_freq(Hz)	min_notes_freq(Hz)	noise_threshold	num_notes	num_notes_per_syll	overall_notes_freq_range(Hz)	smallest_note_duration(ms)	smallest_notes_freq_modulation(Hz)	std_note_duration(ms)	std_notes_freq_modulation(Hz)
C:\Users\abiga\Box Sync\Abigail_Nicole\ChipperPaper\SyntheticSongs\ChipperedByMegan_Try2ForPaper\SegSyllsOutput_SynSongs_amp100_30p_1.gzip	324.2222222222222	1985.7894736842106	4620.6140350877195	6563.421052631578	613.3333333333333	4685.087719298245	9757.017543859649	2063.157894736842	120	10	1.0	7736.8421052631575	100.31746031746032	687.719298245614	157.87884938317885	1372.4205435981107
C:\Users\abiga\Box Sync\Abigail_Nicole\ChipperPaper\SyntheticSongs\ChipperedByMegan_Try2ForPaper\SegSyllsOutput_SynSongs_amp100_30p_10.gzip	447.1746031746031	3232.280701754386	4697.982456140351	7887.2807017543855	752.6984126984127	6447.368421052632	9800.0	2621.9298245614036	120	10	1.0	7221.0526315789475	199.68253968253967	558.7719298245614	185.27714723407743	2256.3674364812227
C:\Users\abiga\Box Sync\Abigail_Nicole\ChipperPaper\SyntheticSongs\ChipperedByMegan_Try2ForPaper\SegSyllsOutput_SynSongs_amp100_30p_10_S4A06622_20180409_161600_clip.gzip	447.4285714285714	3236.578947368421	4697.982456140351	7891.578947368422	754.2857142857142	6447.368421052632	9800.0	2621.9298245614036	120	10	1.0	7221.0526315789475	200.0	558.7719298245614	185.62947158106314	2260.843598502253
C:\Users\abiga\Box Sync\Abigail_Nicole\ChipperPaper\SyntheticSongs\ChipperedByMegan_Try2ForPaper\SegSyllsOutput_SynSongs_amp100_30p_10_S4A06622_20180722_170100_clip.gzip	358.1481481481481	2664.9122807017543	4355.555555555555	6977.485380116958	698.0952380952381	6232.456140350877	9800.0	2578.9473684210525	120	12	1.2	7264.035087719298	11.746031746031745	214.91228070175438	221.39883877540234	2234.0354534407456
C:\Users\abiga\Box Sync\Abigail_Nicole\ChipperPaper\SyntheticSongs\ChipperedByMegan_Try2ForPaper\SegSyllsOutput_SynSongs_amp100_30p_10_WhiteNoise_0001.gzip	447.26984126984127	3236.578947368421	4697.982456140351	7891.578947368422	753.968253968254	6447.368421052632	9800.0	2621.9298245614036	120	10	1.0	7221.0526315789475	199.68253968253967	558.7719298245614	185.4598990338878	2260.843598502253
C:\Users\abiga\Box Sync\Abigail_Nicole\ChipperPaper\SyntheticSongs\ChipperedByMegan_Try2ForPaper\SegSyllsOutput_SynSongs_amp100_30p_10_WhiteNoise_001.gzip	447.047619047619	3232.280701754386	4697.982456140351	7887.2807017543855	752.3809523809523	6447.368421052632	9800.0	2621.9298245614036	120	10	1.0	7221.0526315789475	199.68253968253967	558.7719298245614	185.13431198421029	2256.3674364812227
C:\Users\abiga\Box Sync\Abigail_Nicole\ChipperPaper\SyntheticSongs\ChipperedByMegan_Try2ForPaper\SegSyllsOutput_SynSongs_amp100_30p_10_WhiteNoise_01.gzip	435.55555555555554	3142.0175438596493	4732.368421052633	7831.403508771929	724.1269841269841	6232.456140350877	9800.0	2621.9298245614036	120	10	1.0	7221.0526315789475	196.5079365079365	515.7894736842105	176.20855683639644	2180.8343623770743
C:\Users\abiga\Box Sync\Abigail_Nicole\ChipperPaper\SyntheticSongs\ChipperedByMegan_Try2ForPaper\SegSyllsOutput_SynSongs_amp100_30p_11.gzip	439.14285714285717	2351.140350877193	4938.684210526315	7246.842105263158	703.4920634920635	5716.666666666667	9928.947368421053	2020.1754385964912	120	10	1.0	7951.754385964912	164.12698412698413	515.7894736842105	185.69634969689992	2090.7380279513345
C:\Users\abiga\Box Sync\Abigail_Nicole\ChipperPaper\SyntheticSongs\ChipperedByMegan_Try2ForPaper\SegSyllsOutput_SynSongs_amp100_30p_11_S4A06622_20180409_161600_clip.gzip	446.5079365079364	2411.315789473684	4904.298245614036	7272.631578947367	711.1111111111111	5845.6140350877195	9928.947368421053	1977.1929824561403	120	10	1.0	7994.736842105263	165.7142857142857	601.7543859649122	190.01874818176182	2113.529921525037
C:\Users\abiga\Box Sync\Abigail_Nicole\ChipperPaper\SyntheticSongs\ChipperedByMegan_Try2ForPaper\SegSyllsOutput_SynSongs_amp100_30p_11_S4A06622_20180722_170100_clip.gzip	416.9523809523809	2230.7894736842104	5003.157894736841	7190.964912280702	683.4920634920635	5286.8421052631575	9885.964912280702	2020.1754385964912	120	10	1.0	7908.771929824561	157.77777777777777	515.7894736842105	174.91331762415268	1991.4122356891296
